"ticket_no","name","ticket_title","description_plain","comments","solution"
T016128,iApp,Visitor concern ,A visitor has arrived to visit you on 14/09/2024 03:17 hrs. Name : Surendra jagnandan Shukla Company : pioneer Security Mobile No. : 8735814177 Visitor Code : 658819 Please roll out this practive at overall site. Please revert after implement.,Need to discuss this case with client. ,"1. The client's requirement is to enable visitor notifications across all Zydus locations.
2. Visitor template notifications have already been enabled and created for all Zydus locations."
T016128,iApp,Visitor concern ,A visitor has arrived to visit you on 14/09/2024 03:17 hrs. Name : Surendra jagnandan Shukla Company : pioneer Security Mobile No. : 8735814177 Visitor Code : 658819 Please roll out this practive at overall site. Please revert after implement.,"1. The client's requirement is to enable visitor notifications across all Zydus locations.
2. Visitor template notifications have already been enabled and created for all Zydus locations.","1. The client's requirement is to enable visitor notifications across all Zydus locations.
2. Visitor template notifications have already been enabled and created for all Zydus locations."
T016129,iApp,DOTL issue,DOTL issue,hardware visit done.,Hardware visit done.
T016130,iApp,VMS working very slow ,On daily basis our team is sharing the application not processing properly. From yesterday evening Connect 2.0 is running very slow and the Time & attendance application in non operational till now. Facing lots of issues related to these application on daily basis. Once we click on Time & attendance application after that next window open but nothing is visible on screen. As you are well aware about the status of VMS portal need not to explain about its condition. Required your support to resolve the issue so that request of employees related to access or miss punch may update on time. Screen Shot attached for your reference.,"1. For the past several days, the VMS application has been running slowly in the morning and afternoon, with complaints coming from all locations.
2. I have restarted the server and the Spectra Worker service each time, but the issue persists daily.
3. I have escalated this call to Level 2 support.",as per discussed with Mr. Shubham currently VMS is working properly done / no issue in vms slowness regarding
T016130,iApp,VMS working very slow ,On daily basis our team is sharing the application not processing properly. From yesterday evening Connect 2.0 is running very slow and the Time & attendance application in non operational till now. Facing lots of issues related to these application on daily basis. Once we click on Time & attendance application after that next window open but nothing is visible on screen. As you are well aware about the status of VMS portal need not to explain about its condition. Required your support to resolve the issue so that request of employees related to access or miss punch may update on time. Screen Shot attached for your reference.,"The VMS module becomes slow on a daily basis, and only after we restart the server and Spectra services does the VMS start working again.

Please check this issue for urgent / services log attach here with on date 16-09-2024",as per discussed with Mr. Shubham currently VMS is working properly done / no issue in vms slowness regarding
T016130,iApp,VMS working very slow ,On daily basis our team is sharing the application not processing properly. From yesterday evening Connect 2.0 is running very slow and the Time & attendance application in non operational till now. Facing lots of issues related to these application on daily basis. Once we click on Time & attendance application after that next window open but nothing is visible on screen. As you are well aware about the status of VMS portal need not to explain about its condition. Required your support to resolve the issue so that request of employees related to access or miss punch may update on time. Screen Shot attached for your reference.,"As per discuss with Javed sir, we have already given DLL file for loading issue.
If client still facing problem and VMS module is working slowly, then provide client's remote at a time when problem occur.
We will check it along with developer(Prashant).",as per discussed with Mr. Shubham currently VMS is working properly done / no issue in vms slowness regarding
T016130,iApp,VMS working very slow ,On daily basis our team is sharing the application not processing properly. From yesterday evening Connect 2.0 is running very slow and the Time & attendance application in non operational till now. Facing lots of issues related to these application on daily basis. Once we click on Time & attendance application after that next window open but nothing is visible on screen. As you are well aware about the status of VMS portal need not to explain about its condition. Required your support to resolve the issue so that request of employees related to access or miss punch may update on time. Screen Shot attached for your reference.,I have transferred this case to L2 for remote access to the Zydus server.,as per discussed with Mr. Shubham currently VMS is working properly done / no issue in vms slowness regarding
T016130,iApp,VMS working very slow ,On daily basis our team is sharing the application not processing properly. From yesterday evening Connect 2.0 is running very slow and the Time & attendance application in non operational till now. Facing lots of issues related to these application on daily basis. Once we click on Time & attendance application after that next window open but nothing is visible on screen. As you are well aware about the status of VMS portal need not to explain about its condition. Required your support to resolve the issue so that request of employees related to access or miss punch may update on time. Screen Shot attached for your reference.,as per discussed with Mr. Shubham currently VMS is working properly done,as per discussed with Mr. Shubham currently VMS is working properly done / no issue in vms slowness regarding
T016131,iApp,Duplicate entry visitor pass ,Duplicate entry of visitors still showing in front desk.,"1. The client reported that duplicate entries are generated in the VMS front desk menu. For instance, if we register 1 visitor, then 70-80 duplicate entries are automatically generated for the same visitor with a ""-10000000"" visit ID. 
2. I opened the front desk menu and filtered the date from January 1, 2024, to June 19, 2024, and found more than 60 duplicate entries for API Ahmedabad Zydus locations. 
3. To resolve this issue, I took the Zydus server database and first backed up all visitor data with the following query: 
Select * into Visitor_16092024 from Visitor 
4. After taking the backup, I executed the following query to identify ""-1"" entries with different location IDs: 
Select * from Location Select * from Visitor(Nolock) where locationid='30' and Visitid='0000000000-1' 
5. I found numerous duplicate entries location-wise and proceeded to delete them one by one using the following query: 
Delete from Visitor where id='575821' 
6. After removing all duplicate entries from the system, no additional duplicate entries are showing in the front desk menu.","1. The client reported that duplicate entries are generated in the VMS front desk menu. For instance, if we register 1 visitor, then 70-80 duplicate entries are automatically generated for the same visitor with a ""-10000000"" visit ID. 
2. I opened the front desk menu and filtered the date from January 1, 2024, to June 19, 2024, and found more than 60 duplicate entries for API Ahmedabad Zydus locations. 
3. To resolve this issue, I took the Zydus server database and first backed up all visitor data with the following query: 
Select * into Visitor_16092024 from Visitor 
4. After taking the backup, I executed the following query to identify ""-1"" entries with different location IDs: 
Select * from Location Select * from Visitor(Nolock) where locationid='30' and Visitid='0000000000-1' 
5. I found numerous duplicate entries location-wise and proceeded to delete them one by one using the following query: 
Delete from Visitor where id='575821' 
6. After removing all duplicate entries from the system, no additional duplicate entries are showing in the front desk menu."
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com","There is an error in the reports where no record was found. The error is coming despite the transaction on the door We have checked for the transaction view, and then we have checked to generate the report by removing the filter  but still the issue remains the same 

So assigning it to L2",Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",Attached is web log and service for reference ,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",Reported point is generated in local database.,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",Your reported point has been resolved in our local database.,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com","For your reported point, Kindly take latest release as 4.1.71.0. ",Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com","Assign to L2

",Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",As per QC team comment Mr. Suresh please update the latest build version on client side ,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",Forwarding to the L1,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",The client will share the access once they change the credentials for SQL,Issue has been resolved after version update.
T016133,iApp,iAPP access Report Not open,"Dear Team, Find Below screenshot for report not open. Bhavin Sathwara Executive , Information Technology Amneal Pharmaceuticals Plot # 16,17,Pharmez - SEZ | Sarkhej-Bavla NH-8A, Village - Matoda | Ta - Sanand | Ahmedabad | Gujarat, India | 382 110 | Office | 02714-677-555 bhavin.sathwara@amneal.com",The client will share the access once they change the credentials for SQL,Issue has been resolved after version update.
T016134,,iApp - Attendance System - Weekly Review Meeting,________________________________________________________________________________ Microsoft Teams Need help? Join the meeting now Meeting ID: 468 739 971 384 Passcode: GSfMCX For organizers: Meeting options ________________________________________________________________________________,Meeting mail ,Meeting mail 
T016135,,FW: Continuous Present Report,"Dear Suresh, Please generate a continuous current report for 9 days so that we can stop the employee from working continuously for 10 days. Then we can ensure continuous working days for 10 days. Regards Ramakrishna From: mywebadmin@torrentpharma.com <mywebadmin@torrentpharma.com> Sent: Tuesday, September 17, 2024 09:36 To: Ramakrishna Meesala/HRD/Vizag/Torrent <RamakrishnaMeesala@torrentpharma.com> Subject: Continuous Present Report Dear , Please find the attachment of Report Continuous Present Report This report for 07/09/2024 00:00 To 17/09/2024 23:59 Thank you...! - Sent from ESS portal. Note: This is a system generated e-mail, please do not reply on it...!! *** This message is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged information. If you have received this message in error, please notify the sender immediately and delete this message from your system ***",The issue has been resolved confirmation is remaining,The issue has been resolved
T016135,,FW: Continuous Present Report,"Dear Suresh, Please generate a continuous current report for 9 days so that we can stop the employee from working continuously for 10 days. Then we can ensure continuous working days for 10 days. Regards Ramakrishna From: mywebadmin@torrentpharma.com <mywebadmin@torrentpharma.com> Sent: Tuesday, September 17, 2024 09:36 To: Ramakrishna Meesala/HRD/Vizag/Torrent <RamakrishnaMeesala@torrentpharma.com> Subject: Continuous Present Report Dear , Please find the attachment of Report Continuous Present Report This report for 07/09/2024 00:00 To 17/09/2024 23:59 Thank you...! - Sent from ESS portal. Note: This is a system generated e-mail, please do not reply on it...!! *** This message is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged information. If you have received this message in error, please notify the sender immediately and delete this message from your system ***",The issue has been resolved confirmation is remaining,The issue has been resolved
T016135,,FW: Continuous Present Report,"Dear Suresh, Please generate a continuous current report for 9 days so that we can stop the employee from working continuously for 10 days. Then we can ensure continuous working days for 10 days. Regards Ramakrishna From: mywebadmin@torrentpharma.com <mywebadmin@torrentpharma.com> Sent: Tuesday, September 17, 2024 09:36 To: Ramakrishna Meesala/HRD/Vizag/Torrent <RamakrishnaMeesala@torrentpharma.com> Subject: Continuous Present Report Dear , Please find the attachment of Report Continuous Present Report This report for 07/09/2024 00:00 To 17/09/2024 23:59 Thank you...! - Sent from ESS portal. Note: This is a system generated e-mail, please do not reply on it...!! *** This message is intended only for the person or entity to which it is addressed and may contain confidential and/or privileged information. If you have received this message in error, please notify the sender immediately and delete this message from your system ***",The issue has been resolved,The issue has been resolved
T016136,UniStamp 3S,Network and power issue,Network and power issue,Send RMA ,Duplicate ticket number : - T016269
T016136,UniStamp 3S,Network and power issue,Network and power issue,Duplicate ticket number : - T016269,Duplicate ticket number : - T016269
T016138,,leave calculation,"As discussed kindly look into the below case. Similar activity is happening this time. His Holidays & WO are being calculated as leave. Manash Bhattacharjee Manager | HR | Sikkim Plant - 3 T: +91 9593634560/ 9593634561, Ext: 23 Village - Bagheykhola, P.O.: Majitar | Gangtok | East District, Sikkim - 737136 | www.torrentpharma.com From: Pritam Chakraborty/Finance/Sikkim/Torrent <PritamChakraborty@torrentpharma.com> Sent: 17 September 2024 09:30 To: Ranju Lata/HRD/Sikkim/Torrent <RanjuLata@TorrentPharma.com>; Ratish Prasad/HRD/Sikkim/Torrent <RatishPrasad@torrentpharma.com> Cc: Sujit Banerjee/Finance/Sikkim/Torrent <SujitBanerjee@torrentpharma.com>; Manash Bhattacharjee/HRD/Sikkim/Torrent <ManashBhattacharjee@TorrentPharma.com> Subject: leave calculation I had taken from 08.03.2024 to 13.03.2024. Out of that leave, 09.03.2024 is 2nd Saturday and 10.03.2024 is Sunday which is deducted from leave. Kindly look into this. Thanks & Regards Pritam Chakraborty Finance | Sikkim Plant – 3 T: +91 9593634560, Ext: 506 Village - Bagheykhola, P.O.: Majitar | Gangtok | East District, Sikkim - 737136 | www.torrentpharma.com",The issue has been resolved,The issue has been resolved
T016139,iApp,Card details are not showing,Card details are not showing,"I have been trying to reach you, but your number (9321143709) is switched off.","We conducted a remote session and set the card format on the device. Employee details are now displaying correctly, and the issue has been resolved."
T016139,iApp,Card details are not showing,Card details are not showing,"I have been trying to reach you, but your number (9321143709) is switched off.","We conducted a remote session and set the card format on the device. Employee details are now displaying correctly, and the issue has been resolved."
T016139,iApp,Card details are not showing,Card details are not showing,"We conducted a remote session and set the card format on the device. Employee details are now displaying correctly, and the issue has been resolved.","We conducted a remote session and set the card format on the device. Employee details are now displaying correctly, and the issue has been resolved."
T016140,iApp,iAPP access Report Not open,iAPP access Report Not open,"Duplicate ticket 
Reference ticket numberT016133","Duplicate ticket 
Reference ticket numberT016133"
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",Assign to L2,New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.","We have observed another same type of issue in audit log. We have changed eligibility formula for PTL (Ahmednagar location) leave code but in audit log details are not showing proper.
Please find the attached screenshot for the same & do the needful.",New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",Case Is identified,New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",EDD 15-10-2024,New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",Delivery in pkg 4.1.73.0,New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",assign to ketulbhai,New release(4.1.73.0) shared on 16-10-2024.
T016141,iApp,TKT025334,"We have changed leave policy for SPIL->silvassa location, but its not appeared in the log.",New release(4.1.73.0) shared on 16-10-2024.,New release(4.1.73.0) shared on 16-10-2024.
T016142,,Exit employee,"Hello Team, Please be informed that even after the exit of the employee mentioned below, their card is still active. Kindly check and resolve this issue as soon as possible.",Cardid and site id update null in Alluser and EMP master table.,Cardid and site id update null in Alluser and EMP master table.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,Client share their conveinent time .,after register in new system reported issue has been solved.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,Client share their conveinent time .,after register in new system reported issue has been solved.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,"We have made the following updates in an attempt to resolve the issue:
Replaced the netserver.dll, arswinpro application, and tcputility.dll files.
Registered the updated files.
Despite these actions, the issue persists. Additionally, when attempting to click on ""Get Status,"" an error occurs. For your reference, I have attached an image of the error message.",after register in new system reported issue has been solved.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,Assign to Viral,after register in new system reported issue has been solved.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,work properly after install in other system.,after register in new system reported issue has been solved.
T016143,ARSWin-Net,Set Date and Time Error,Set Date and Time Error,after register in new system reported issue has been solved.,after register in new system reported issue has been solved.
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",assign to ketulbhai.,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.","Dear Mittal,

The data insertion for the night shift did not occur, but the deletion has been processed.
Please find attached details as required.
","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.","Please share all nightshift table entry, adjustapply, lvdetails, lvtrans to check further details ","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",assign to ketulbhai,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",Mail activity to sun team for data,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",Mail activity to sun team for data,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",Required Details Shared On Mail,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.","We have verified all backend entries, service logs, nightshift files, web logs etc. related to this issue.
RCA: Overtime payroll files was generated as per scheduled time and also it is executed from front end custom report.
When executed via the service, the files were generated correctly. However, when the process was executed from the front end on 16-09-2024 at 10:39 AM, the nightshift payroll process was triggered again, causing a deviation to be inserted but not included in the files. ","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",assign to ketulbhai,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.","We have verified all backend entries, service logs, night shift files, web logs, and other relevant data related to this issue.

**RCA:** The overtime payroll files were generated as scheduled and executed from the front-end custom report. When executed via the service, the files were generated correctly. However, when the process was executed from the front end on September 16, 2024, at 10:39 AM, the night shift payroll process was triggered again, causing a deviation to be inserted that was not included in the files.","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",Mail Activity To Sun Team For under observation,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.",Mail Activity To Sun Team For under observation,"As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016144,iApp,TKT034556,"System has directly send delete flag data for night shift entries, refer mail dated 17/Sep/2024.","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024.","As discussed on 14/10/2024, this ticket has been resolved in last shared release on 01/10/2024."
T016145,iApp,Attendance punch Issue,"Reference to the above subject, Suma M S (MYSGRA0311) This candidate attendance Showing in Spectra, but software not taken punches data in Blue Tree.",User is not reachable at moment.,"We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly."
T016145,iApp,Attendance punch Issue,"Reference to the above subject, Suma M S (MYSGRA0311) This candidate attendance Showing in Spectra, but software not taken punches data in Blue Tree.",User is not reachable at moment.,"We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly."
T016145,iApp,Attendance punch Issue,"Reference to the above subject, Suma M S (MYSGRA0311) This candidate attendance Showing in Spectra, but software not taken punches data in Blue Tree."," However, since the IT person is not currently available, they will provide remote server access after some time.","We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly."
T016145,iApp,Attendance punch Issue,"Reference to the above subject, Suma M S (MYSGRA0311) This candidate attendance Showing in Spectra, but software not taken punches data in Blue Tree."," However, since the IT person is not currently available, they will provide remote server access after some time.","We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly."
T016145,iApp,Attendance punch Issue,"Reference to the above subject, Suma M S (MYSGRA0311) This candidate attendance Showing in Spectra, but software not taken punches data in Blue Tree.","We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly.","We conducted a remote session with the user and found that employees are unable to view their punch data in the Third party App. Although the punch data is visible in miscellaneous and transaction sections, we discovered that the shift policy assignment date was incorrect. We have reassigned the effective date, and now the data is displaying correctly."
T016146,CommunicationSoft,Request for Server Migration and HRMS Server IP Address Update,Request for Server Migration and HRMS Server IP Address Update,assign to yogeshbhai,"Today, we installed the communication software on the new server from the old server, brought all the face scribe devices online, and also successfully verified the punches. After that, we established the ODBC connection on the client system and also got the software opened there.

Server migration has been done."
T016146,CommunicationSoft,Request for Server Migration and HRMS Server IP Address Update,Request for Server Migration and HRMS Server IP Address Update,"Today, we installed the communication software on the new server from the old server, brought all the face scribe devices online, and also successfully verified the punches. After that, we established the ODBC connection on the client system and also got the software opened there.

Server migration has been done.","Today, we installed the communication software on the new server from the old server, brought all the face scribe devices online, and also successfully verified the punches. After that, we established the ODBC connection on the client system and also got the software opened there.

Server migration has been done."
T016147,iApp,Install biomini plus (Fingerprint taking device),"Dear Team, I request to you to in installation biomini plus (Fingerprint taking device) in my system because, I recently got a new system. Thanks & Regards Mathur Thakor HR Mo.- 8511754314 Landline No. : 02717-684300 / 124",We have called user but mention number is not reachable and another number person is on leave today.,Issue has been resolved by Suresh Patra.
T016147,iApp,Install biomini plus (Fingerprint taking device),"Dear Team, I request to you to in installation biomini plus (Fingerprint taking device) in my system because, I recently got a new system. Thanks & Regards Mathur Thakor HR Mo.- 8511754314 Landline No. : 02717-684300 / 124",We have called user but mention number is not reachable and another number person is on leave today.,Issue has been resolved by Suresh Patra.
T016147,iApp,Install biomini plus (Fingerprint taking device),"Dear Team, I request to you to in installation biomini plus (Fingerprint taking device) in my system because, I recently got a new system. Thanks & Regards Mathur Thakor HR Mo.- 8511754314 Landline No. : 02717-684300 / 124",Issue has been resolved by Suresh Patra.,Issue has been resolved by Suresh Patra.
T016148,iApp,Buffer is Full Error,Controller no 26 at paradigm centre is showing Buffer is Full error due to which it is continuously beeping,device is not in network,"We have checked the device, which is now online, and 54,000 transactions are shown as pending."
T016148,iApp,Buffer is Full Error,Controller no 26 at paradigm centre is showing Buffer is Full error due to which it is continuously beeping,device is not in network,"We have checked the device, which is now online, and 54,000 transactions are shown as pending."
T016148,iApp,Buffer is Full Error,Controller no 26 at paradigm centre is showing Buffer is Full error due to which it is continuously beeping,"We have checked the device, which is now online, and 54,000 transactions are shown as pending.","We have checked the device, which is now online, and 54,000 transactions are shown as pending."
T016149,iApp,Device configuration ,Need to configure the device in Canteen Master,We have configured the device and informed the client to check the connectivity of the device update the details through the bootloader and inform us if there are any concerns (Helped Shyam),We have configured the device and informed the client to check the connectivity of the device update the details through the bootloader and inform us if there are any concerns (Helped Shyam)
T016150,,Unable to update Date and Time In Machine,"Dear Team, I am Manoj from Nandan Denim Ltd. Address is Shivranjani Cross Road, Issue : Unable to Update Date and Time in Machine. Please call me on 9099909220 Best regards, Manoj Kumar Sharma - DGM - IT m. +91 9099909220 t. +91 79 69660000 – Ext 600 a. Chiripal House Shivranjani Cross Road Satellite, Ahmedabad-380015 India This e-mail, including any attachment(s), may contain confidential, proprietary, legally privileged or protected information which is for the viewing and use of the intended recipients only. If you are not the intended recipient of this e-mail, you are hereby notified that you are strictly prohibited from using, downloading, copying, altering, disclosing or forwarding this e-mail and any attachment(s). You are hereby advised to permanently delete this e-mail and any attachment(s), and notify the sender of the erroneous delivery of this e-mail and any attachment(s) by return electronic email.","There was a dll issue, so we have replaced the latest DLL, and the problem has been resolved.","There was a dll issue, so we have replaced the latest DLL, and the problem has been resolved."
T016151,,USER MANUAL,"Dear Yogesh Bhai, As we discussed, Kindly provide the operation user manual of Net XS software.",User manual has been provided.,User manual has been provided.
T016152,,Configuration of HR Dept. Door,"Dear Team Spectra, Please configure below door in the system & push data. Door Name: LRP NB UG HR Record Room IP: 172.16.174.160 MAC: BCC61A014793 Access: Card+ Finger Also provide access to Mr. Vishal, Nikhil, John & Myself for testing!",The device has been added in Access Control.,The device has been added in Access Control.
T016154,iApp,Issue with same time stamp,"TCS Confidential Dear Jatin/ Aditya, Please check the attached screen shot as it is having the logs with same time stamp and it is happening randomly for any employee, due to which the logs are not pulling properly to SIMS. Please take this concern on high priority and provide the permanent solution. Thanks & Regards Laxman G Tata Consultancy Services Kohinoor Park, Hyderabad Cell:- +91 9989969279 Mailto: laxman.g@tcs.com Website: http://www.tcs.com =====-----=====-----===== Notice: The information contained in this e-mail message and/or attachments to it may contain confidential or privileged information. If you are not the intended recipient, any dissemination, use, review, distribution, printing or copying of the information contained in this e-mail message and/or attachments to it are strictly prohibited. If you have received this communication in error, please notify us by reply e-mail or telephone and immediately and permanently delete the message and any attachments. Thank you",Mention number in CRM is wrong number.,Not under AMC
T016154,iApp,Issue with same time stamp,"TCS Confidential Dear Jatin/ Aditya, Please check the attached screen shot as it is having the logs with same time stamp and it is happening randomly for any employee, due to which the logs are not pulling properly to SIMS. Please take this concern on high priority and provide the permanent solution. Thanks & Regards Laxman G Tata Consultancy Services Kohinoor Park, Hyderabad Cell:- +91 9989969279 Mailto: laxman.g@tcs.com Website: http://www.tcs.com =====-----=====-----===== Notice: The information contained in this e-mail message and/or attachments to it may contain confidential or privileged information. If you are not the intended recipient, any dissemination, use, review, distribution, printing or copying of the information contained in this e-mail message and/or attachments to it are strictly prohibited. If you have received this communication in error, please notify us by reply e-mail or telephone and immediately and permanently delete the message and any attachments. Thank you",Mention number in CRM is wrong number.,Not under AMC
