"ticket_no","name","ticket_title","description_plain","comments","solution"
T025020,iApp,Entigrity - Open Issues,"Hello Team, We are facing an issue with the finger punch in & out system. Could you please look into this matter and assist with resolving it? Thank you for your attention to this. Best regards, Chandresh Nayak","Regarding the second issue, where the device randomly displays ""User Not Found"" when a user punches, we will discuss it with our team and update you accordingly.
","Dear Jatinbhai & Yogeshbhai,


Thank you both for your support. We truly appreciate your time and effort.

Reported issue has been resolved."
T025020,iApp,Entigrity - Open Issues,"Hello Team, We are facing an issue with the finger punch in & out system. Could you please look into this matter and assist with resolving it? Thank you for your attention to this. Best regards, Chandresh Nayak","This case has been forwarded to Jatin Bhai, and all evidence and screenshots related to the error have been sent.","Dear Jatinbhai & Yogeshbhai,


Thank you both for your support. We truly appreciate your time and effort.

Reported issue has been resolved."
T025020,iApp,Entigrity - Open Issues,"Hello Team, We are facing an issue with the finger punch in & out system. Could you please look into this matter and assist with resolving it? Thank you for your attention to this. Best regards, Chandresh Nayak"," Icalled the client, but no one is answering from their side.","Dear Jatinbhai & Yogeshbhai,


Thank you both for your support. We truly appreciate your time and effort.

Reported issue has been resolved."
T025020,iApp,Entigrity - Open Issues,"Hello Team, We are facing an issue with the finger punch in & out system. Could you please look into this matter and assist with resolving it? Thank you for your attention to this. Best regards, Chandresh Nayak","As per the trailing mail, Yogesh Bhai has synced the user on the device from Ahmedabad location in relation to the 'User Not Found' punch issue. Kindly check and verify, and keep the device under observation for 1 to 2 days.

If any issues arise, please inform us accordingly.","Dear Jatinbhai & Yogeshbhai,


Thank you both for your support. We truly appreciate your time and effort.

Reported issue has been resolved."
T025021,,Door Card Access not working,"Dear Team, Request to call log for one Access control Door Lock working but card access not working Ground Floor CD Wing fire Exit gate. Please visit it and check on priority. Thanks &","1. Client reported that door interlocking system is not working at zydus hospitals.
2. I discussed this matter with jatin sir and raj and schedule the hardware engineer visit on Monday. ","Our hardware engineer visited the location, and the concern has now been resolved."
T025021,,Door Card Access not working,"Dear Team, Request to call log for one Access control Door Lock working but card access not working Ground Floor CD Wing fire Exit gate. Please visit it and check on priority. Thanks &",Waiting for hardware visit. ,"Our hardware engineer visited the location, and the concern has now been resolved."
T025021,,Door Card Access not working,"Dear Team, Request to call log for one Access control Door Lock working but card access not working Ground Floor CD Wing fire Exit gate. Please visit it and check on priority. Thanks &","Our hardware engineer visited the location, and the concern has now been resolved.","Our hardware engineer visited the location, and the concern has now been resolved."
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Not responding call,Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Not responding call,Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Not responding call,Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Not responding call,Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &","As per yogesh bhai suggestion, assigned to L2.",Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Ticket Details Changed,Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &","As per yogesh bhai suggestion, assigned to L2.",Support team already created point wise then after i closed this ticket 
T025022,iApp,Report Issue,"Dear Spectra Team, Please resolve given below issues 1. Absent shown after 7 hrs working in Panchkula location. 2. Absent coming with SL leave in Jammu location.3. OT report not coming separately of payable 4. OT report not coming separately of payable in user to decide policy (E. Code – ZPL-24-3605. 5. Coff not applied two times in Jammu location. 6. As per our attendance policy for weekly off earn, required minimum 4 Days(working + NH) in a week/ maximum 2 days absent in a week. 7. Leaves calculation/Count still pending in muster report. Thanks &",Support team already created point wise then after i closed this ticket ,Support team already created point wise then after i closed this ticket 
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","Dear Sir,

As per the trailing email, we investigated and found that the Spectra service and IIS were stopped due to the server restart on (25-02-2025 15:37). As a result, the application was not functioning.

 We have now restarted the IIS and Spectra service, and the application is working properly. Live data is also being received, so the reported issue has been resolved.

Please check and revert and Let me know if there are any other issues.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","The issue has been resolved, but the client wants to know why it did not start automatically.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",We can have a call today at 4/4:30 PM.,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","Dear Sir,

As per the trailing email, we investigated and found that the Spectra service and IIS were stopped due to the server restart on (25-02-2025 15:37). As a result, the application was not functioning.

 We have now restarted the IIS and Spectra service, and the application is working properly. Live data is also being received, so the reported issue has been resolved.

Please check and revert and Let me know if there are any other issues.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","The client is asking why the IIS and Spectra services did not restart automatically after the server was restarted. The Spectra service was set to Automatic mode, yet it did not start. The client is requesting an RCA for this issue. we also checked the event logs, but nothing was found.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Ticket Details Changed,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Case forward to Yogesh bhai.,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Case forward to Yogesh bhai.,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","After the server restart, the ISS and Spectra services did not start automatically, which caused operational disruptions. The client has requested a detailed RCA to understand the reason behind this issue and to prevent it from happening in the future.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","As discussed, kindly provide the client's system details and other information.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Case forward to Yogesh bhai.,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Please  check attached snap shot ,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","Once check the case for Service Automatic Start with client system configuration in local environment, i will give you an update. ","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.",Waiting for the system same as the client's configuration.,"Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","I have checked your reported point in the local environment with the same configuration as the client side, but it's working perfectly.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone.
And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025023,iApp,Request for Detailed RCA on Unintended Spectra Service and IIS Shutdown,"Dear @Diwakar Sandip/ Spectra team, I hope this email finds you well. We are seeking clarification regarding the sudden and unanticipated shutdown of the Spectra service and IIS, which occurred due to a server restart on 25th February 2025 at 15:37. The lack of prior notice regarding this event has caused considerable disruption. Specifically, we would like to understand the following: The underlying reason behind the unexpected shutdown of both the Spectra service and IIS.If the server was indeed restarted, what caused it not to automatically restart as expected after the restart? We kindly request a detailed Root Cause Analysis (RCA) to better understand the incident and prevent future occurrences. This event has led to significant inconvenience, and a thorough explanation will help in addressing any operational concerns. Looking forward to your prompt response and assistance in resolving this matter.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time.","Dear Sir,

we had escalated this case to the development team, and the following is their feedback.

It's possible that when the server was restarted at the client side at that time, IIS was stopped by mistake by someone. And for service, when it was in automatic mode, it's always restarted automatically. May be due to more pending commands loaded on service, it will take time to restart. So you can choose Automatic (Delayed Start) mode to restart service automatically after some time."
T025024,iApp,Face scribe device configuration regarding ,Face scribe device configuration regarding,Forward to the L2,New face scribe device configured and employee face register on device at corporate location
T025024,iApp,Face scribe device configuration regarding ,Face scribe device configuration regarding,New face scribe device configured and employee face register on device at corporate location,New face scribe device configured and employee face register on device at corporate location
