"ticket_no","name","ticket_title","description_plain","comments","solution"
T009450,iApp,Report Generate Time Error,Report Generate Time Error,Case Checked With Sanjay From Dev.Team And Now Report Generated and Issue Resolved,Case Checked With Sanjay From Dev.Team And Now Report Generated and Issue Resolved
T009451,iApp,Face Register Issue,Face Register Issue,Forwarded to L2,New SpectraWorker.exe Replace And Face Register
T009451,iApp,Face Register Issue,Face Register Issue,Assign To L2,New SpectraWorker.exe Replace And Face Register
T009451,iApp,Face Register Issue,Face Register Issue,New SpectraWorker.exe Replace And Face Register,New SpectraWorker.exe Replace And Face Register
T009452,iApp,Punching Machine replace with new machine,Punching Machine replace with new machine,Device assigned in Access group.,Device assigned in Access group.
T009453,iApp,Finger issue ,Finger issue,"sent mail to user for device issue 
> HI sir,

As per our telephonic discussion, please dispatch the machine to the address provided below for device repair.


Address: Venus Atlantis Corporate Park, 707-708-709, 100 Feet Anand Nagar Rd, nr. Shell Petrol Pump, Prahlad Nagar, Ahmedabad, Gujarat 380015","
sent mail to user for device issue > HI sir, As per our telephonic discussion, please dispatch the machine to the address provided below for device repair. Address: Venus Atlantis Corporate Park, 707-708-709, 100 Feet Anand Nagar Rd, nr. Shell Petrol Pump, Prahlad Nagar, Ahmedabad, Gujarat 380015"
T009454,iApp,User Name creation,User Name creation,Username and password created for the Employees and sent to HR.,Username and password created for the Employees and sent to HR.
T009455,NetXsControl Ent.-100,Data fatch issue ,Data fatch issue,"

As per our discussion data related issue has been resolved from your side.","

As per our discussion data related issue has been resolved from your side."
T009456,iApp,TKT027859,Holiday is showing but status is showing A salary has been deducted of the employee kindly check 26/01/2024 and 25/03/2025 date for reference attached here with the employees who have issue other employee have same issue,Assign To L2,Issue resolved in new release shared on 15th May.
T009456,iApp,TKT027859,Holiday is showing but status is showing A salary has been deducted of the employee kindly check 26/01/2024 and 25/03/2025 date for reference attached here with the employees who have issue other employee have same issue,Issue Resolved in Upcoming Release,Issue resolved in new release shared on 15th May.
T009456,iApp,TKT027859,Holiday is showing but status is showing A salary has been deducted of the employee kindly check 26/01/2024 and 25/03/2025 date for reference attached here with the employees who have issue other employee have same issue,Pending From Dev.Team,Issue resolved in new release shared on 15th May.
T009456,iApp,TKT027859,Holiday is showing but status is showing A salary has been deducted of the employee kindly check 26/01/2024 and 25/03/2025 date for reference attached here with the employees who have issue other employee have same issue,Issue resolved in new release shared on 15th May.,Issue resolved in new release shared on 15th May.
T009457,iApp,Few employee attendance is not moving in to data base. One device is not working properly.,Few employee attendance is not moving in to data base. One device is not working properly.,as per discussed  with client arrange remote tomorrow second hard ,"as per the remote guide to the user 
> Assign card id to the user 
> Check card id cross-verification 
> now the issue has been resolved "
T009457,iApp,Few employee attendance is not moving in to data base. One device is not working properly.,Few employee attendance is not moving in to data base. One device is not working properly.,as per discussed  with client arrange remote tomorrow second hard ,"as per the remote guide to the user 
> Assign card id to the user 
> Check card id cross-verification 
> now the issue has been resolved "
T009458,iApp,TKT027847,"377875-Akriti Jaiswal has cancelled her 4days PL's in system but same is not added in her PL balances. Consolidated ledger is reflecting correct but leave balances are incorrect. Pls check & rectify the same. Screen shots attached for reference.",Assign To L2,No issue found from our side PL balance added in employee leave balance.
T009458,iApp,TKT027847,"377875-Akriti Jaiswal has cancelled her 4days PL's in system but same is not added in her PL balances. Consolidated ledger is reflecting correct but leave balances are incorrect. Pls check & rectify the same. Screen shots attached for reference.",Case Checked And Forwarded To Product Team,No issue found from our side PL balance added in employee leave balance.
T009458,iApp,TKT027847,"377875-Akriti Jaiswal has cancelled her 4days PL's in system but same is not added in her PL balances. Consolidated ledger is reflecting correct but leave balances are incorrect. Pls check & rectify the same. Screen shots attached for reference.",Pending From Product Team,No issue found from our side PL balance added in employee leave balance.
T009458,iApp,TKT027847,"377875-Akriti Jaiswal has cancelled her 4days PL's in system but same is not added in her PL balances. Consolidated ledger is reflecting correct but leave balances are incorrect. Pls check & rectify the same. Screen shots attached for reference.",No issue found from our side PL balance added in employee leave balance.,No issue found from our side PL balance added in employee leave balance.
T009459,iApp,fire alarm report required ,fire alarm report required,forwarding to the L2,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009459,iApp,fire alarm report required ,fire alarm report required,"It seems like you're encountering duplicate records when checking the alarm log in the IAPP  for fire and DOTL  events on the security monitor.

In the security monitor, there are 58 records of alarms appearing on May 5, 2024, while the alarm log report is showing 9125 records

internal checking required ",We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009459,iApp,fire alarm report required ,fire alarm report required,QC Side checking require,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009459,iApp,fire alarm report required ,fire alarm report required,we updated the latest version packages then after we check the report but report issue has been not resolved ,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009459,iApp,fire alarm report required ,fire alarm report required,client will ne connect tomorrow ,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009459,iApp,fire alarm report required ,fire alarm report required,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.,We updated the Latest Version in Iapp and Alarm log & DOTL report issue has been resolved.
T009460,iApp,leave issue ,leave issue,"sent mail to user 

Please arrange remote access. We are trying to reach you but have had no luck, Kindly share your alternate number.","As per the remote session, leave balance was assigned according to the client's approval with the help of Setul Sir. Now, please close this ticket.

The user had no leave balance, so the balance was assigned to the leave group."
T009460,iApp,leave issue ,leave issue,"sent mail to user 

Please arrange remote access. We are trying to reach you but have had no luck, Kindly share your alternate number.","As per the remote session, leave balance was assigned according to the client's approval with the help of Setul Sir. Now, please close this ticket.

The user had no leave balance, so the balance was assigned to the leave group."
T009460,iApp,leave issue ,leave issue,"As per the remote session, leave balance was assigned according to the client's approval with the help of Setul Sir. Now, please close this ticket.

The user had no leave balance, so the balance was assigned to the leave group.","As per the remote session, leave balance was assigned according to the client's approval with the help of Setul Sir. Now, please close this ticket.

The user had no leave balance, so the balance was assigned to the leave group."
T009461,NetXsControl Ent.-100,new Group creation ,new Group creation,"sent mail to user mention below conversation 
Dear Sir,

As discussed on call with Mr. Chandramani, Please find the attachment of the Excel File.

In this file there will be 2 Sheet i.e. Group Detail, Employee Wise Group Details, where we would require the data for the activity. There are few demo record which has been update in the sheet, so please share in the following formate.

Once the file gets received to us will the following details, we will perform the below Mentioned activity.

1. We will Delete all the following access group which has been configured in the software (i.e. Net XS Control)
2. We will provide the Training to create the access group and assign to user in the software.","Sent an email to the user:

Regarding the audit at Torrent Pharma, the user will connect after 15 days. Close this ticket now and create a new ticket for the same issue after 15 days due to the ongoing major audit."
T009461,NetXsControl Ent.-100,new Group creation ,new Group creation,"sent mail to user mention below conversation 
Dear Sir,

As discussed on call with Mr. Chandramani, Please find the attachment of the Excel File.

In this file there will be 2 Sheet i.e. Group Detail, Employee Wise Group Details, where we would require the data for the activity. There are few demo record which has been update in the sheet, so please share in the following formate.

Once the file gets received to us will the following details, we will perform the below Mentioned activity.

1. We will Delete all the following access group which has been configured in the software (i.e. Net XS Control)
2. We will provide the Training to create the access group and assign to user in the software.","Sent an email to the user:

Regarding the audit at Torrent Pharma, the user will connect after 15 days. Close this ticket now and create a new ticket for the same issue after 15 days due to the ongoing major audit."
T009461,NetXsControl Ent.-100,new Group creation ,new Group creation,sent 2 reminder mail to user for still long time issue is pending ,"Sent an email to the user:

Regarding the audit at Torrent Pharma, the user will connect after 15 days. Close this ticket now and create a new ticket for the same issue after 15 days due to the ongoing major audit."
T009461,NetXsControl Ent.-100,new Group creation ,new Group creation,"Sent an email to the user:

Regarding the audit at Torrent Pharma, the user will connect after 15 days. Close this ticket now and create a new ticket for the same issue after 15 days due to the ongoing major audit.","Sent an email to the user:

Regarding the audit at Torrent Pharma, the user will connect after 15 days. Close this ticket now and create a new ticket for the same issue after 15 days due to the ongoing major audit."
T009462,iApp,Access not working ,Two female turnstile devices access not working and showing user not found.,We dump the user for both female turnstile devices and now access is working properly. ,We dump the user for both female turnstile devices and now access is working properly. 
T009463,CommunicationSoft, face scribe device showing stranger when showing the face attached video for your reference.   ,face scribe device showing stranger when showing the face attached video for your reference.,"As per our today discussion Mr. Naveen, 3 devices ping is not reachable in the cmd.
Also communicate with it person inform  to issue.
once ping is reachable devices than after check again in the devices by punch.
if issue persist again than inform to us. ","As per our today discussion Mr. Naveen, 3 devices ping is not reachable in the cmd. Also communicate with it person inform to issue. once ping is reachable devices than after check again in the devices by punch. if issue persist again than inform to us."
T009464,iApp,employee finger not work,employee finger not work,forwarding to the L2,as per discussed with client employee finger re-write then after issue has been resolved 
T009464,iApp,employee finger not work,employee finger not work,as per discussed with client employee finger re-write then after issue has been resolved ,as per discussed with client employee finger re-write then after issue has been resolved 
T009465,iApp,Morgan Stanley DOTL report of April-24,Morgan Stanley DOTL report of April-24,Issue has been resolved by Millan Bhai.,Issue has been resolved by Millan Bhai.
T009466,iApp,BIomini installation ,Need to install biomini in security system.,"1. The client needs to install the BioMini software in the security system for fingerprint scanning purposes. 
2. I have requested them to provide remote access so that I can install and configure the BioMini setup from my location. 
3. I created a OneDrive link for the BioMini setup and shared it with them. 
4. Following that, I installed the Spectra client service, but encountered an error indicating that the service was disabled. I informed the IT team to enable the service. 
5. Once the service was enabled, I proceeded to install the BioMini drivers and update the other files in the generated Spectra client folder, granting everyone rights to the folder. 
6. I installed the library files and initiated the Spectra client service. At this point, the BioMini scanning functionality is working correctly. I provided training on how to use the scanning feature to the users.
7. After installation is completed service is not start so i reinstall the service setup and paste all the files to the program files folder.
8. Now biomini is working properly. ","1. The client needs to install the BioMini software in the security system for fingerprint scanning purposes. 
2. I have requested them to provide remote access so that I can install and configure the BioMini setup from my location. 
3. I created a OneDrive link for the BioMini setup and shared it with them. 
4. Following that, I installed the Spectra client service, but encountered an error indicating that the service was disabled. I informed the IT team to enable the service. 
5. Once the service was enabled, I proceeded to install the BioMini drivers and update the other files in the generated Spectra client folder, granting everyone rights to the folder. 
6. I installed the library files and initiated the Spectra client service. At this point, the BioMini scanning functionality is working correctly. I provided training on how to use the scanning feature to the users.
7. After installation is completed service is not start so i reinstall the service setup and paste all the files to the program files folder.
8. Now biomini is working properly. "
T009467,iApp,When any Access controller gets switch off same time we need alert in system,When any Access controller gets switch off same time we need alert in system,Assign To L2,We have configured the device to send an alert email to the client when it becomes inactive.
T009467,iApp,When any Access controller gets switch off same time we need alert in system,When any Access controller gets switch off same time we need alert in system,We have configured the device to send an alert email to the client when it becomes inactive.,We have configured the device to send an alert email to the client when it becomes inactive.
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,Need to forward L2.,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,they will be connect on monday ,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,they will be connect on monday ,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,as per discussed with the client today election holiday from their side ,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,as per discussed with the client today election holiday from their side ,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,"We schedule a report in iApp, it is not being sent via email. We checked and found that whenever we edit or create a new report scheduler, the location ID field in the log table is left blank.


We found the error in web log :  System.Web.HttpException (0x80004005): A public action method 'none' was not found on controller 'SpectraSystems.Areas.MVC.Controllers.ArsReportScheduleController'.


",We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,QC Side checking require,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009468,iApp,Notification mail not received,only 5 mail( mark green ) are being received rest of the mails are not received kindly check,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved,We updated the MVC (3.0.0.328) to Core (4.1.51.0)Build updated in iApp then after client reported issue has been resolved
T009469,iApp,Application server change required.,we are moving spectra application desktop to 2019server same setup should works in server,Duplicate Ticket T009430,Duplicate Ticket T009430
T009470,iApp,Regarding Import / unloading the data,"Problem in data, where I Had add new employees data but I want the sheet of employees that till now I had Import.","The client wanted to delete a user from the software we took remote access of the user checked the user and tried to delete the user we found that the user had punches so we informed the client to resign the employee.

For the second issue, the client was not able to see the attendance after the access we found there were no policies assigned to the user so we told the client to assign the policy and the issue has been resolved.

","The client wanted to delete a user from the software we took remote access of the user checked the user and tried to delete the user we found that the user had punches so we informed the client to resign the employee.

For the second issue, the client was not able to see the attendance after the access we found there were no policies assigned to the user so we told the client to assign the policy and the issue has been resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,"As confirmed by client, We will connect at 2:30 pm to solve the reported issue.","The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,"As confirmed by client, We will connect at 2:30 pm to solve the reported issue.","The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,Client will share me employee details with code and Casual Leave & Earn Leave Balance. We need to check from Back-end side.,"The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,Not Responding,"The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,"The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved.","The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,"The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved.","The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009471,ARSWin-Net, Unable to apply leave for few employees,unable to apply leave for few employees in spectra software,"The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved.","The CL & EL leaves has added for 7 employees and, ML & ADV L leaves added for particular two employees from Back-end process. Issue Resolved."
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,Client will provide meeting link.,"1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,Client will provide meeting link.,"1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,"We took remote session of the users and found that some of the scheduled report is not coming on register mail id.
We have done multiple troubleshooting but still issue not resolved.
So for now on i am forwarding this ticket to L2.","1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,need to forward to the L1,"1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,need to forward to the L1,"1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009472,iApp,SPECTRA machine access not assigned,SPECTRA machine access not assigned,"1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
","1.Check whether IP is pinging or not
2.Check all the device detail ex.Device IP, Server IP, Server Port, MAC Address
3.Checked the firmware of device whether it  is latest firmware or not
4.Restart the network setting on device
5.Stop the spectra worker process Sevices 
6.Perfrom the Below query.
select * from controllermaster
select * from machinedata where controllerid='' and status='p'
delete from machinedata where controllerid='' and status='p'
"
T009473,iApp,employees marked absent even if first in and last out is completed,Employees marked absent first in last punch not consider in attendance.,assign to kalpesh ,
T009473,iApp,employees marked absent even if first in and last out is completed,Employees marked absent first in last punch not consider in attendance.,Guide to user and now issue has been resolved.,
T009474,ARSWin-Net,Unable to open report option,Unable to open report option,create duplicate ticket Ticket No:T009476,create duplicate ticket Ticket No:T009476
T009475,NetXsControl Ent.,Web Api exe issue at Lombard Prabhadevi,Web Api exe issue at Lombard Prabhadevi,"As per our today discussion with Mr. Nilesh,syncronization.exe, Netxsdownloading.exe,iciciwebapitransferdata.exe restart,  syncronization.exe, Netxsdownloading.exe properly run but iciciwebapitransferdata.exe not responding shown in the task manager, as per guidance of the Mr. Abhishek sir restart your server system and check again.
","As per below trail mail Mr. Nitin, Reported issue has been resolved.--14/05/24 11.07 Dear Mr Nilesh, We had remote session yesterday with Mr Manish and resolve not responding issue of customized exe. Also checked transaction for one employee and it is getting pushed on API. Kindly check and update current status. Note : The customization is to send First IN Punch of the day so system will check all transaction and send First punch of the day. Best Regards, Nitin Golambade Asst.Manager - Customer Success Spectra Technovision (India) Pvt. Ltd."
T009475,NetXsControl Ent.,Web Api exe issue at Lombard Prabhadevi,Web Api exe issue at Lombard Prabhadevi,As per guidance of the Mr. Abhishek sir restart your server system and check again.,"As per below trail mail Mr. Nitin, Reported issue has been resolved.--14/05/24 11.07 Dear Mr Nilesh, We had remote session yesterday with Mr Manish and resolve not responding issue of customized exe. Also checked transaction for one employee and it is getting pushed on API. Kindly check and update current status. Note : The customization is to send First IN Punch of the day so system will check all transaction and send First punch of the day. Best Regards, Nitin Golambade Asst.Manager - Customer Success Spectra Technovision (India) Pvt. Ltd."
T009475,NetXsControl Ent.,Web Api exe issue at Lombard Prabhadevi,Web Api exe issue at Lombard Prabhadevi,"As per below trail mail Mr. Nitin, Reported issue has been resolved.--14/05/24 11.07 

Dear Mr Nilesh,

We had remote session yesterday with Mr Manish and resolve not responding issue of customized exe.

Also checked transaction for one employee and it is getting pushed on API.

Kindly check and update current status.

Note : The customization is to send  First IN Punch of the day so system will check all transaction and send First punch of the day.

Best Regards,

Nitin Golambade
 Asst.Manager - Customer Success 
Spectra Technovision (India) Pvt. Ltd.","As per below trail mail Mr. Nitin, Reported issue has been resolved.--14/05/24 11.07 Dear Mr Nilesh, We had remote session yesterday with Mr Manish and resolve not responding issue of customized exe. Also checked transaction for one employee and it is getting pushed on API. Kindly check and update current status. Note : The customization is to send First IN Punch of the day so system will check all transaction and send First punch of the day. Best Regards, Nitin Golambade Asst.Manager - Customer Success Spectra Technovision (India) Pvt. Ltd."
T009476,ARSWin-Net-100,report issue ,report issue,"as per remote access issue has been resolved 
date time sync and check with user live punch ","as per remote access issue has been resolved 
date time sync and check with user live punch "
T009477,iApp,Device related issue at Mumbai Location,Device related issue at Mumbai Location,Forwarding to the L2,Mumbai location device audio setting done in all device 
T009477,iApp,Device related issue at Mumbai Location,Device related issue at Mumbai Location,Mumbai location device audio setting done in all device ,Mumbai location device audio setting done in all device 
T009478,iApp,The Correction of Spectra Data,"We have encountered an issue with saving the data of one of our employees, Mr. Sharif Khan, in Spectra. Upon saving the data, when we attempt to upload a document, it automatically attaches five compliance documents together, leading to rejection by the user. Specifically, when Mr. Sharif Khan medical O form is uploaded, this triggers an automatic approval request to five users. However, upon review of the Medical O Form, the users reject the request. Please resolve the issue as soon as possible.",Forwarding to the L2,we checked the contract documents and upload successfully 
T009478,iApp,The Correction of Spectra Data,"We have encountered an issue with saving the data of one of our employees, Mr. Sharif Khan, in Spectra. Upon saving the data, when we attempt to upload a document, it automatically attaches five compliance documents together, leading to rejection by the user. Specifically, when Mr. Sharif Khan medical O form is uploaded, this triggers an automatic approval request to five users. However, upon review of the Medical O Form, the users reject the request. Please resolve the issue as soon as possible.",we checked the contract documents and upload successfully ,we checked the contract documents and upload successfully 
T009479,iApp,Emp ID: 11307 - Exit punch missing,Emp ID: 11307 - Exit punch missing,forwarding to the L2,we update the attendance punch on database side then after issue has been resolved 
T009479,iApp,Emp ID: 11307 - Exit punch missing,Emp ID: 11307 - Exit punch missing,we update the attendance punch on database side then after issue has been resolved ,we update the attendance punch on database side then after issue has been resolved 
T009480,BioScribe 3S,Device restart automatically ,"As per our morning discussion, the new punching turnstile device continues to reboot automatically, rendering turnstile number 01 entirely unusable. This is causing serious inconvenience to our company staff during gate entry. We urgently request your team to prioritize resolving this issue as soon as possible. We have shared Videograph with Mr. Setul Patel. Secondly, we have observed various other issues occurring frequently. We kindly ask you to check these issues and provide a permanent resolution.","1. Based on our discussion, it appears that this issue is related to the adapter. Please change the adapter and check again. 
2. If there are any other issues, please describe them so that we can address them accordingly.","As per recent engineer visit, we have replaced 3 mentioned devices with new one, and now all 3 new devices are working fine and live."
T009480,BioScribe 3S,Device restart automatically ,"As per our morning discussion, the new punching turnstile device continues to reboot automatically, rendering turnstile number 01 entirely unusable. This is causing serious inconvenience to our company staff during gate entry. We urgently request your team to prioritize resolving this issue as soon as possible. We have shared Videograph with Mr. Setul Patel. Secondly, we have observed various other issues occurring frequently. We kindly ask you to check these issues and provide a permanent resolution.",Waiting for client response. ,"As per recent engineer visit, we have replaced 3 mentioned devices with new one, and now all 3 new devices are working fine and live."
T009480,BioScribe 3S,Device restart automatically ,"As per our morning discussion, the new punching turnstile device continues to reboot automatically, rendering turnstile number 01 entirely unusable. This is causing serious inconvenience to our company staff during gate entry. We urgently request your team to prioritize resolving this issue as soon as possible. We have shared Videograph with Mr. Setul Patel. Secondly, we have observed various other issues occurring frequently. We kindly ask you to check these issues and provide a permanent resolution.","As per recent engineer visit, we have replaced 3 mentioned devices with new one, and now all 3 new devices are working fine and live.","As per recent engineer visit, we have replaced 3 mentioned devices with new one, and now all 3 new devices are working fine and live."
T009481,iApp,Template shared with client,Template shared with client,Template shared with client,Template shared with client
T009482,iApp,Unable to Register New C Cards,"We're unable to register new C cards which were provided to us recently, while assigning the card an employee we get ""something went wrong while reading the card"" prompt, Attached a snapshot for your reference.","As discussed, Kindly provide the remote session along with the IT person",Working normally .
T009482,iApp,Unable to Register New C Cards,"We're unable to register new C cards which were provided to us recently, while assigning the card an employee we get ""something went wrong while reading the card"" prompt, Attached a snapshot for your reference.","As discussed, Kindly provide the remote session along with the IT person",Working normally .
T009483,iApp,Shift Roaster rights,Shift Roaster rights assigned.,Shift Roaster rights are assigned to mentioned employee.,Shift Roaster rights are assigned to mentioned employee.
T009484,iApp,VMS not working,When save the visitor registration menu showing unique key error.,"1. Upon reviewing the screenshot, it appears that a unique key error occurs when attempting to save the gate pass from the registration menu. 
2. To investigate further, I accessed the Zydus server database and executed the following queries to check the visitor count: 
SELECT MAX(id) FROM VISITOR --583193
SELECT * FROM Sequences WHERE TypeOfTrans LIKE '%visitor%' --583192
3. Subsequently, I identified a discrepancy in the visitor count, which was causing the error during the saving process for visitor gate passes. To rectify this issue, I executed the following query to update the count: 
UPDATE Sequences SET LastSequence = '' WHERE TypeOfTrans LIKE '%visitor%' 
4. With the visitor count successfully updated, the Visitor Management System (VMS) is now functioning properly.

","1. Upon reviewing the screenshot, it appears that a unique key error occurs when attempting to save the gate pass from the registration menu. 
2. To investigate further, I accessed the Zydus server database and executed the following queries to check the visitor count: 
SELECT MAX(id) FROM VISITOR --583193
SELECT * FROM Sequences WHERE TypeOfTrans LIKE '%visitor%' --583192
3. Subsequently, I identified a discrepancy in the visitor count, which was causing the error during the saving process for visitor gate passes. To rectify this issue, I executed the following query to update the count: 
UPDATE Sequences SET LastSequence = '' WHERE TypeOfTrans LIKE '%visitor%' 
4. With the visitor count successfully updated, the Visitor Management System (VMS) is now functioning properly.

"
